1317617734.93904,-0.01390,0.01367,-0.01076,0.00181,-0.00092,-0.00013,1.00000
1317617735.35373,2.79688,0.07915,-0.00308,0.00187,-0.00374,0.00794,0.99996
1317617735.76846,5.82298,0.21910,0.01983,-0.00010,-0.00399,0.01672,0.99985
1317617736.18328,8.96606,0.34829,0.08656,-0.00124,-0.00142,0.02324,0.99973
1317617736.70161,13.21710,0.63201,0.13508,-0.00120,-0.00389,0.02742,0.99962
1317617737.11632,16.75959,0.89738,0.17437,-0.00354,-0.00313,0.03000,0.99954
1317617737.53103,20.39412,1.17213,0.22603,-0.00234,-0.00284,0.03219,0.99948
1317617737.94581,24.08995,1.46343,0.26323,-0.00303,0.00246,0.03010,0.99954
1317617738.36032,27.87004,1.75700,0.25487,-0.00103,-0.00211,0.02788,0.99961
1317617738.98215,33.64950,2.13559,0.28278,0.00602,-0.00221,0.03156,0.99948
1317617739.60433,39.59831,2.58655,0.33778,0.00118,0.00454,0.03410,0.99941
1317617740.22616,45.55751,3.12366,0.33336,0.00163,0.00349,0.03493,0.99938
1317617740.84822,51.33600,3.59565,0.37672,0.00170,0.00276,0.03629,0.99934
1317617741.36670,56.01342,3.98776,0.39485,0.00833,0.00698,0.03794,0.99922
1317617741.98874,61.46876,4.51064,0.39241,0.00101,0.00094,0.04096,0.99916
1317617742.71418,67.51667,5.19950,0.48961,-0.00277,0.00496,0.04489,0.99898
1317617743.75083,74.62477,6.03844,0.55627,-0.00209,-0.00205,0.04979,0.99876
1317617744.99597,80.96483,6.53391,0.66643,-0.00240,0.00010,-0.02234,0.99975
1317617745.82778,84.47306,5.91404,0.69752,-0.00586,-0.00477,-0.21348,0.97692
1317617746.55457,86.76825,4.31088,0.76316,-0.00340,-0.00931,-0.42590,0.90471
1317617746.96903,87.68292,3.00871,0.79458,-0.00526,-0.01275,-0.52317,0.85212
1317617747.48671,88.44025,1.18628,0.86122,-0.00101,-0.01755,-0.60358,0.79711
1317617748.21139,89.00382,-1.65726,0.92039,-0.00291,-0.02848,-0.66220,0.74878
1317617748.93671,89.31689,-5.54249,1.20444,0.00331,-0.03090,-0.68727,0.72574
1317617749.86952,89.64074,-11.08969,1.53694,0.00952,-0.03527,-0.69207,0.72091
1317617750.80268,90.13556,-18.10469,1.82412,0.00233,-0.03251,-0.68166,0.73094
1317617751.52837,90.58135,-23.69723,2.10983,-0.00196,-0.02691,-0.68172,0.73111
1317617752.15068,90.94580,-28.56537,2.36604,-0.00429,-0.02069,-0.69406,0.71960
1317617752.46191,91.03251,-30.96660,2.48179,-0.00392,-0.02007,-0.70507,0.70884
1317617752.77288,91.04280,-33.31580,2.58779,-0.00321,-0.02063,-0.71664,0.69713
1317617753.18758,90.94900,-36.58494,2.72447,-0.00434,-0.02207,-0.73051,0.68253
1317617753.70592,90.67410,-40.26084,2.92115,0.00068,-0.02315,-0.74207,0.66992
1317617754.12045,90.41337,-43.01994,3.04253,0.00218,-0.02402,-0.74337,0.66845
1317617754.94905,90.12408,-47.54725,3.25109,-0.00473,-0.02668,-0.71305,0.70059
1317617755.46651,90.24476,-50.19631,3.37324,-0.00452,-0.02052,-0.64415,0.76461
1317617755.77700,90.55859,-51.66170,3.42967,-0.00544,-0.01546,-0.58069,0.81396
1317617755.88055,90.70856,-52.10492,3.45457,-0.00464,-0.01647,-0.55503,0.83165
1317617755.98406,90.87538,-52.52844,3.47904,-0.00478,-0.01849,-0.52699,0.84965
1317617756.08741,91.07124,-52.96645,3.47300,-0.00556,-0.02167,-0.49759,0.86712
1317617756.19094,91.28614,-53.37213,3.48876,-0.00758,-0.02222,-0.46686,0.88402
1317617756.29448,91.52761,-53.75279,3.51201,-0.00885,-0.02231,-0.43536,0.89994
1317617756.39804,91.79930,-54.11071,3.54236,-0.00864,-0.02252,-0.40345,0.91468
1317617756.50176,92.08626,-54.43271,3.56396,-0.00795,-0.02198,-0.37175,0.92804
1317617756.70914,92.74955,-55.02742,3.60968,-0.00638,-0.01547,-0.30775,0.95132
1317617756.91674,94.08080,-55.87204,3.66974,-0.00485,-0.00810,-0.24693,0.96899
1317617757.43619,95.75744,-56.60296,3.70908,-0.00852,-0.00086,-0.13899,0.99026
1317617757.95665,98.18475,-57.12394,3.72198,-0.01259,-0.00117,-0.10562,0.99433
1317617758.58047,101.50967,-57.77344,3.76078,-0.01641,-0.01076,-0.11169,0.99355
1317617759.09905,104.52154,-58.45294,3.84747,-0.01261,-0.00126,-0.12218,0.99243
1317617760.44629,113.55679,-60.45857,4.08810,-0.01057,-0.00723,-0.10775,0.99410
1317617761.58671,123.08793,-62.36282,4.26865,-0.02018,-0.00610,-0.11207,0.99348
1317617762.51947,130.80290,-63.94424,4.43425,-0.01257,-0.01519,-0.11649,0.99300
1317617763.45227,137.96936,-65.50603,4.59286,-0.01141,-0.00782,-0.10868,0.99398
1317617764.07434,142.71009,-66.38676,4.71583,-0.01715,-0.00478,-0.10225,0.99460
1317617764.79992,148.37010,-67.34982,4.87004,-0.01287,0.00413,-0.08563,0.99624
1317617765.42209,153.15292,-67.99141,4.92305,-0.01819,-0.00397,-0.06536,0.99769
1317617765.94041,157.11165,-68.37913,4.99633,-0.02205,0.00002,-0.04407,0.99878
1317617766.45910,161.13407,-68.62617,5.00436,-0.02580,-0.00429,-0.03064,0.99919
1317617767.28791,167.66518,-68.82137,5.06375,-0.02187,-0.00196,-0.01278,0.99968
1317617768.11760,174.50174,-68.75473,5.10677,-0.00878,-0.00178,0.01412,0.99986
1317617768.84365,180.26028,-68.41436,5.11335,-0.01824,-0.00236,0.02548,0.99951
1317617769.67334,187.17302,-67.92765,5.17976,-0.01086,0.00009,0.03024,0.99948
1317617770.19155,191.36288,-67.59710,5.21072,-0.01573,-0.00213,0.03198,0.99936
1317617770.39889,193.03509,-67.45838,5.23533,-0.01915,0.00080,0.03241,0.99929
1317617770.91734,197.15127,-67.11866,5.28478,-0.02194,0.00117,0.03508,0.99914
1317617771.33226,200.25842,-66.82398,5.30113,-0.01803,0.00104,0.03579,0.99920
1317617771.95451,204.41315,-66.48473,5.37248,-0.01744,0.00044,0.02579,0.99952
1317617773.09476,211.57570,-66.23972,5.48253,-0.01579,-0.00151,-0.00596,0.99986
1317617773.92376,216.47642,-66.18111,5.50848,-0.02047,-0.00876,-0.00031,0.99975
1317617774.75320,221.95321,-66.03572,5.54405,-0.01118,0.00125,0.01141,0.99987
1317617775.47904,226.86374,-65.86039,5.58691,0.00350,0.00454,0.01508,0.99987
1317617775.89376,229.63058,-65.74535,5.60369,0.00616,-0.00327,0.01590,0.99985
1317617776.51582,233.51419,-65.57794,5.66929,0.00563,0.00577,0.01643,0.99983
1317617777.44788,238.41216,-65.19635,5.70501,0.01499,0.00344,0.08601,0.99618
1317617778.37909,242.09816,-63.85977,5.71172,-0.01551,-0.00460,0.29055,0.95672
1317617778.89700,243.60769,-62.54760,5.72386,-0.03522,0.01346,0.42469,0.90455
1317617779.10445,244.09712,-61.96791,5.69441,-0.03792,0.01703,0.47536,0.87881
1317617779.83039,245.17635,-59.35964,5.49227,-0.02591,0.01994,0.63409,0.77257
1317617780.14240,245.38014,-57.96718,5.40611,-0.02380,0.02076,0.67930,0.73318
1317617780.45389,245.38035,-56.47054,5.31741,-0.02335,0.01835,0.70676,0.70683
1317617780.66158,245.35301,-55.38031,5.23407,-0.02405,0.01580,0.71856,0.69487
1317617781.28539,245.09587,-51.73642,5.02621,-0.02366,0.01447,0.72643,0.68668
1317617781.70072,244.91943,-49.17792,4.91849,-0.01889,0.01540,0.72544,0.68786
1317617782.32316,244.56826,-44.28022,4.69798,-0.01659,0.01837,0.72231,0.69113
1317617782.84137,244.31907,-39.79008,4.47465,-0.01772,0.02336,0.72129,0.69201
1317617783.25595,244.10705,-36.23326,4.31781,-0.01690,0.02856,0.72432,0.68867
1317617783.67044,243.85141,-32.69604,4.13860,-0.01574,0.02982,0.72809,0.68466
1317617783.87777,243.72322,-30.93870,4.03894,-0.01545,0.02851,0.72945,0.68327
1317617784.18887,243.49686,-28.35003,3.87182,-0.01670,0.02089,0.73046,0.68243
1317617784.60373,243.20857,-24.92856,3.71564,-0.01677,0.02066,0.72822,0.68483
1317617785.01841,242.96821,-21.62459,3.58368,-0.01331,0.02531,0.72544,0.68770
1317617785.43314,242.76038,-18.30103,3.45196,-0.01435,0.02963,0.72481,0.68816
1317617786.05506,242.40147,-13.41356,3.21927,-0.01342,0.02542,0.73188,0.68083
1317617786.57339,241.95357,-9.47223,3.05101,-0.02071,0.02250,0.73864,0.67341
1317617787.29935,241.35352,-4.30175,2.79077,-0.02829,0.01428,0.74029,0.67154
1317617788.02501,240.76619,0.24367,2.55767,-0.02768,0.01345,0.73340,0.67910
1317617788.54337,240.52779,3.03433,2.44402,-0.02855,0.01394,0.72649,0.68644
1317617789.57987,240.29578,7.15523,2.25193,-0.02224,0.01394,0.70976,0.70395
1317617794.45213,240.53794,12.59192,2.11804,-0.00944,0.00744,0.62320,0.78197
1317617795.69765,242.48921,16.34950,2.00634,-0.01034,0.00609,0.35595,0.93443
1317617796.31950,244.92877,17.95796,1.95411,-0.00430,0.00412,0.17745,0.98411
1317617796.94178,248.26552,18.81818,1.95176,-0.00354,0.00061,0.05889,0.99826
1317617797.76774,253.73327,19.25986,1.96011,-0.00015,-0.00112,0.01785,0.99984
1317617798.49293,259.81539,19.51269,1.96304,-0.00030,-0.00337,0.01886,0.99982
1317617799.01126,264.15180,19.75953,1.99586,-0.00073,0.00564,0.01864,0.99981
1317617799.52975,268.78708,20.03570,1.99443,0.00364,-0.00521,0.02116,0.99976
1317617799.94438,272.71657,20.28096,2.02694,0.00195,0.00435,0.02105,0.99977
1317617800.25526,275.75425,20.44730,2.01809,0.00313,-0.00064,0.02118,0.99977
1317617800.66983,279.91669,20.67390,2.05760,0.00406,0.00202,0.02366,0.99971
1317617800.98070,283.06983,20.88795,2.07116,0.00571,-0.00380,0.02644,0.99963
1317617801.49890,288.22522,21.24012,2.15787,0.00184,0.00276,0.03002,0.99954
1317617801.91361,292.35550,21.53555,2.18538,0.00024,-0.00014,0.03054,0.99953
1317617802.32832,296.50205,21.86831,2.22542,-0.00063,-0.00054,0.03001,0.99955
1317617802.74294,300.51469,22.16438,2.26205,-0.00431,0.00478,0.02906,0.99956
1317617803.15768,304.52181,22.45367,2.27322,-0.01044,-0.00158,0.02846,0.99954
1317617803.67595,309.60957,22.83671,2.34678,-0.01379,-0.00006,0.02818,0.99951
1317617804.09066,313.67576,23.11219,2.37918,-0.01443,0.00016,0.02712,0.99953
1317617804.40168,316.74312,23.28026,2.41804,-0.01490,0.00055,0.02673,0.99953
1317617804.91997,322.02986,23.63779,2.46689,-0.01414,-0.00002,0.02632,0.99955
1317617805.43841,327.43076,24.02004,2.49412,-0.01176,0.00258,0.02565,0.99960
1317617805.85300,331.55287,24.27829,2.51700,-0.00793,0.00274,0.02612,0.99962
1317617806.47489,337.64431,24.65494,2.53407,-0.00097,0.00169,0.02734,0.99962
1317617806.99296,342.68486,25.04805,2.58055,0.00318,0.00577,0.02934,0.99955
1317617807.82207,350.14064,25.61550,2.56092,0.00116,0.00307,0.03225,0.99947
1317617809.16992,359.99998,26.38612,2.61390,0.00360,0.00128,0.02196,0.99975
1317617810.72280,367.73134,27.33504,2.66086,-0.00212,-0.00373,0.13228,0.99120
1317617811.86102,371.42438,29.39096,2.66202,-0.01229,0.02222,0.41555,0.90922
1317617812.48261,372.88189,31.82131,2.50674,0.00036,0.02529,0.58856,0.80806
1317617812.79374,373.26314,33.36293,2.44585,-0.00050,0.03151,0.66400,0.74707
1317617813.00160,373.33399,34.45564,2.39012,-0.01168,0.02753,0.70130,0.71224
1317617813.20970,373.28662,35.59951,2.33244,-0.01734,0.02767,0.72541,0.68755
1317617813.62641,373.02422,38.03711,2.17524,-0.01871,0.02046,0.74353,0.66812
1317617814.14658,372.67515,40.86677,2.02739,-0.01410,0.02058,0.74314,0.66867
1317617814.45801,372.39745,42.94799,1.90740,-0.01654,0.01524,0.74115,0.67096
1317617815.08031,371.89356,47.66083,1.71435,-0.02350,0.01221,0.73270,0.68004
1317617815.49487,371.62888,51.11237,1.54737,-0.02474,0.01679,0.72850,0.68439
1317617815.90946,371.37146,54.70902,1.34488,-0.02590,0.01646,0.72504,0.68802
1317617816.22043,371.17946,57.47165,1.18447,-0.02348,0.01602,0.72457,0.68862
1317617816.53127,370.98724,60.24094,1.05610,-0.02481,0.01705,0.72558,0.68747
1317617816.73851,370.82617,62.03598,0.99111,-0.02626,0.01681,0.72628,0.68669
1317617817.15311,370.54451,65.68870,0.80597,-0.02515,0.01551,0.72859,0.68431
1317617817.67142,370.09801,70.15764,0.56859,-0.03099,0.01389,0.73418,0.67810
